iter	Logloss
569	0.02471203274
570	0.02465216319
571	0.02459692441
572	0.0245603495
573	0.02451341227
574	0.02446220803
575	0.02435540599
576	0.02432578674
577	0.02430142771
578	0.02421007742
579	0.024178826
580	0.0241077654
581	0.02409187083
582	0.02407609487
583	0.02405509822
584	0.02401349082
585	0.02399756778
586	0.02390226677
587	0.02385259663
588	0.02377580608
589	0.02373200032
590	0.02369007028
591	0.02366386243
592	0.0236053704
593	0.02358890015
594	0.0235749493
595	0.02357068861
596	0.02354998612
597	0.02351860818
598	0.02346827063
599	0.02342895963
600	0.02338252376
601	0.02331841882
602	0.02326687137
603	0.02322047346
604	0.0231505927
605	0.02308359984
606	0.02304526941
607	0.02300795275
608	0.02297451405
609	0.02290752911
610	0.02283905276
611	0.02282621849
612	0.02279058301
613	0.02278141635
614	0.02271610311
615	0.02265243783
616	0.0225856743
617	0.02249965383
618	0.02242109036
619	0.02238446168
620	0.02234264551
621	0.02231197768
622	0.02229320311
623	0.02222982568
624	0.02216417556
625	0.02215128119
626	0.02208403054
627	0.02205075632
628	0.02198902529
629	0.02193058862
630	0.02190115756
631	0.02182739726
632	0.02174865666
633	0.02173627787
634	0.02166460521
635	0.02165502419
636	0.02160372188
637	0.02158797598
638	0.02154506538
639	0.02148575411
640	0.02144503554
641	0.02143482031
642	0.02138993119
643	0.02136502495
644	0.021331882
645	0.02129331117
646	0.02125866892
647	0.02123195338
648	0.02114480052
649	0.02105527533
650	0.02104512811
651	0.02103928903
652	0.02097629275
653	0.02090580626
654	0.02088949415
655	0.02087311563
656	0.02082921814
657	0.02078440968
658	0.02072786771
659	0.02069064911
660	0.02062489302
661	0.02059343759
662	0.02054938827
663	0.02051355669
664	0.02048907747
665	0.02043435902
666	0.02036336959
667	0.02028450721
668	0.02021949287
669	0.02018579322
670	0.02016295881
671	0.02015195122
672	0.02014938279
673	0.02006937536
674	0.02002150977
675	0.01998155508
676	0.01994623909
677	0.01987087509
678	0.019828915
679	0.01980152731
680	0.01976318897
681	0.01973755996
682	0.01970214591
683	0.01967495275
684	0.01960318678
685	0.01959301109
686	0.01952790977
687	0.01951210376
688	0.0194857077
689	0.01946247
690	0.0194315428
691	0.01937730514
692	0.01932713523
693	0.0193220205
694	0.01929322681
695	0.01926131114
696	0.01922551593
697	0.01917644203
698	0.01912541967
699	0.01907331868
700	0.01902640044
701	0.01899206658
702	0.01898334117
703	0.01895902485
704	0.01892535208
705	0.01889649671
706	0.01887349624
707	0.01882467064
708	0.01876825677
709	0.0187193869
710	0.01869244046
711	0.01864228952
712	0.01861647073
713	0.01857520178
714	0.01852851918
715	0.01850529887
716	0.01847209899
717	0.01844523479
718	0.01841328433
719	0.01839134191
720	0.01835870347
721	0.0183153706
722	0.01827459667
723	0.01826592978
724	0.01823543435
725	0.01818872328
726	0.01814446204
727	0.01811449959
728	0.01805967834
729	0.01802160412
730	0.01798969161
731	0.01797101351
732	0.01793359089
733	0.01791868004
734	0.01785504166
735	0.01781383597
736	0.01778528109
737	0.0177650847
738	0.01770769502
739	0.01768135273
740	0.017628287
741	0.01761649339
742	0.01757402246
743	0.01753053618
744	0.01748558538
745	0.01745673159
746	0.0174235918
747	0.01737585748
748	0.01735644396
749	0.01731709026
750	0.01730921257
751	0.01730414054
752	0.01726106546
753	0.01724101615
754	0.0172157082
755	0.01719812137
756	0.01717872683
757	0.01714497973
758	0.01714004529
759	0.01713420938
760	0.0171295011
761	0.01708057745
762	0.01703020352
763	0.0169661049
764	0.0169264001
765	0.01690328418
766	0.01687902953
767	0.01683966793
768	0.01683540882
769	0.01679720017
770	0.01678934303
771	0.01676326644
772	0.01674042412
773	0.01673580125
774	0.01667726969
775	0.01665364292
776	0.01664878124
777	0.01664143336
778	0.01661957951
779	0.01658185165
780	0.01657354219
781	0.01653370454
782	0.01651237893
783	0.01649613641
784	0.01646959169
785	0.01641249459
786	0.01640186341
787	0.01639449023
788	0.01635934504
789	0.016354651
790	0.01632890338
791	0.01625540403
792	0.01624171255
793	0.01622017818
794	0.01617403173
795	0.01615313946
796	0.01610850813
797	0.01609242061
798	0.01605069934
799	0.01603410572
800	0.0160240439
801	0.01598652955
802	0.01595645797
803	0.01594323464
804	0.01592331818
805	0.0158797892
806	0.01586335848
807	0.01584030265
808	0.01581968241
809	0.0158154407
810	0.01581124959
811	0.01579128885
812	0.01577446591
813	0.01573238088
814	0.0157238674
815	0.01568041117
816	0.01564197003
817	0.01560429752
818	0.01559873995
819	0.01555347917
820	0.01554710869
821	0.01551484192
822	0.01549339294
823	0.01548530648
824	0.01547903406
825	0.01545736208
826	0.01544843108
827	0.01543857011
828	0.0154217962
829	0.01540249497
830	0.01539478017
831	0.01538703533
832	0.01536007782
833	0.01533825876
834	0.01531735226
835	0.01531347272
836	0.0153041479
837	0.01527849201
838	0.01525910854
839	0.01525306385
840	0.01522773534
841	0.01522025145
842	0.0152094637
843	0.01519054837
844	0.015184374
845	0.01517249656
846	0.01516519929
847	0.01511812605
848	0.01509199569
849	0.01506645367
850	0.01503407935
851	0.01502531757
852	0.01500790471
853	0.01500203716
854	0.01498861613
855	0.01498313448
856	0.01494372702
857	0.01490384192
858	0.01486780473
859	0.01481877354
860	0.01480044022
861	0.01477140297
862	0.0147487362
863	0.01472723346
864	0.01472038535
865	0.01469644069
866	0.01466720733
867	0.01465621556
868	0.01463057548
869	0.01460152558
870	0.01457340721
871	0.01456008266
872	0.0145493819
873	0.01451400105
874	0.01450293337
875	0.01447325243
876	0.01444291199
877	0.01441873168
878	0.01439186273
879	0.01437566292
880	0.01434292327
881	0.01427288909
882	0.01424736289
883	0.01422754291
884	0.01419619976
885	0.01419016615
886	0.01417180278
887	0.01415630834
888	0.01412965923
889	0.01412416493
890	0.01410797619
891	0.01410412195
892	0.01407842494
893	0.01404206986
894	0.01403583381
895	0.01401342958
896	0.01397577289
897	0.01394917281
898	0.01390940159
899	0.0138808388
900	0.01385539642
901	0.01381991119
902	0.01380095474
903	0.0137742487
904	0.01375192038
905	0.01372054718
906	0.01370465736
907	0.01369748977
908	0.01366412541
909	0.01365025522
910	0.01363103465
911	0.01360546732
912	0.01359069407
913	0.01355760173
914	0.01353931585
915	0.01349999537
916	0.01347702495
917	0.01344701663
918	0.01340886016
919	0.01337981659
920	0.01335791529
921	0.01334062105
922	0.01329212442
923	0.01326575524
924	0.01325064828
925	0.01324728354
926	0.01321171686
927	0.01320592365
928	0.01320262533
929	0.01318786552
930	0.01318461543
931	0.01317406808
932	0.01313599227
933	0.01309836405
934	0.01307477366
935	0.01306448884
936	0.01305661747
937	0.01305350182
938	0.01303797258
939	0.01302324836
940	0.01299804479
941	0.01299469111
942	0.01296802382
943	0.01293807243
944	0.01293408772
945	0.01292426867
946	0.01291047439
947	0.01288819511
948	0.01286853724
949	0.01283790104
950	0.01282834453
951	0.0127946939
952	0.01277205719
953	0.0127558724
954	0.0127175649
955	0.01268841774
956	0.01266417021
957	0.01266124276
958	0.01263146298
959	0.01260445723
960	0.01257947666
961	0.01257657768
962	0.01255739664
963	0.01254802043
964	0.01254483044
965	0.01251187807
966	0.01249622706
967	0.0124760797
968	0.01246499936
969	0.01244124133
970	0.01240338852
971	0.01238114166
972	0.01236295779
973	0.01233232634
974	0.01231078089
975	0.01229237008
976	0.01228036374
977	0.01227219425
978	0.01225899938
979	0.01225018857
980	0.01222204964
981	0.01220434262
982	0.01217019617
983	0.01214958305
984	0.01213193849
985	0.01212513941
986	0.01211046738
987	0.01210286091
988	0.01206764692
989	0.01203630299
990	0.01202252137
991	0.01200564861
992	0.01198171739
993	0.01197913472
994	0.01196317926
995	0.01196061478
996	0.01194458735
997	0.0119291538
998	0.0119265055
999	0.01189994891
