iter	Logloss
0	0.6587796694
1	0.6242643391
2	0.589404307
3	0.5584342286
4	0.5335064282
5	0.5047563898
6	0.4870971376
7	0.4637161685
8	0.4436554917
9	0.4268616128
10	0.4094207156
11	0.3917359562
12	0.375295813
13	0.3613126891
14	0.3427422114
15	0.328706909
16	0.3181561775
17	0.3030140942
18	0.2914536762
19	0.2783669998
20	0.2686837166
21	0.2590677695
22	0.251447763
23	0.2436771931
24	0.2351798442
25	0.2268015291
26	0.2201395873
27	0.2140201297
28	0.2078484682
29	0.2027425687
30	0.1964842384
31	0.1917793945
32	0.1871575629
33	0.1815492494
34	0.17787116
35	0.1734459847
36	0.1702439164
37	0.1664379367
38	0.1625818787
39	0.1594683646
40	0.1559848817
41	0.1528386358
42	0.1499977808
43	0.1472259572
44	0.1454239524
45	0.1427448583
46	0.1402192883
47	0.1381012773
48	0.1361313499
49	0.1344447729
50	0.132360936
51	0.1307151756
52	0.1289218884
53	0.1271767181
54	0.1252527189
55	0.1239739793
56	0.1219488242
57	0.1202812891
58	0.1191094621
59	0.1177109802
60	0.1162686198
61	0.1149105875
62	0.1138499246
63	0.112850107
64	0.1120040792
65	0.1109800323
66	0.1097457911
67	0.1087131152
68	0.1078992625
69	0.1072570143
70	0.1065650548
71	0.1056245263
72	0.1043795053
73	0.1033387698
74	0.1024796152
75	0.101870162
76	0.1009841463
77	0.1000792217
78	0.09972860485
79	0.09891026056
80	0.09836546738
81	0.09790829837
82	0.09742869667
83	0.09668027584
84	0.09621276349
85	0.09562703349
86	0.09519778832
87	0.09453817466
88	0.09388321707
89	0.09340181873
90	0.09293987976
91	0.09241546327
92	0.09168189003
93	0.09130741708
94	0.0907795275
95	0.0904324027
96	0.08999538896
97	0.0896315377
98	0.08915317592
99	0.08876484227
100	0.08822028317
101	0.08767546469
102	0.08720123392
103	0.08683998272
104	0.086570512
105	0.08626563988
106	0.0859829221
107	0.08558267622
108	0.08518856675
109	0.08486922028
110	0.08449023043
111	0.08399586338
112	0.08357210302
113	0.08326514957
114	0.08294129886
115	0.08266007406
116	0.08220349339
117	0.08195872647
118	0.0815944387
119	0.08128970575
120	0.0809094633
121	0.08068659768
122	0.08041715859
123	0.08010828831
124	0.07980811023
125	0.07961495876
126	0.07926697992
127	0.07917864089
128	0.07887029569
129	0.07862048046
130	0.07835286964
131	0.07807018982
132	0.07773954477
133	0.07735520295
134	0.07708869921
135	0.07691334334
136	0.07651088961
137	0.0763202623
138	0.07596651397
139	0.07575258094
140	0.0754195256
141	0.07499522752
142	0.07472740161
143	0.07451830812
144	0.0742975681
145	0.07393437476
146	0.07349471034
147	0.07331734273
148	0.07297147052
149	0.07274188647
150	0.07234931427
151	0.0720283483
152	0.07166320649
153	0.07141891404
154	0.07121145271
155	0.07094243747
156	0.07080791087
157	0.07058405837
158	0.07030406085
159	0.06996790568
160	0.06978561629
161	0.06959523569
162	0.06938022088
163	0.06914575934
164	0.06862402516
165	0.06840245008
166	0.06809373163
167	0.06778575967
168	0.06764378081
169	0.0673730322
170	0.06717617358
171	0.06699204326
172	0.06661594448
173	0.06625416188
174	0.06601824531
175	0.06584729247
176	0.06555601534
177	0.06530000045
178	0.0650666966
179	0.06485939975
180	0.06465043911
181	0.06447844244
182	0.06424770703
183	0.06407224994
184	0.06390564319
185	0.06364915383
186	0.06349903315
187	0.0632280821
188	0.06304884194
189	0.06280146863
190	0.06259298246
191	0.06241457735
192	0.06223837376
193	0.06205515442
194	0.061951506
195	0.06176835625
196	0.06165330169
197	0.06144981321
198	0.06122382245
199	0.06106623053
200	0.0610166711
201	0.06079935355
202	0.06064293199
203	0.06046045914
204	0.06029542762
205	0.05995171896
206	0.05974233447
207	0.05960613143
208	0.05936808926
209	0.05911127094
210	0.0589623902
211	0.0587532714
212	0.05855703275
213	0.05839499352
214	0.05829383129
215	0.05816393547
216	0.05796224363
217	0.05788059772
218	0.05776392366
219	0.05760070143
220	0.05740274205
221	0.05732522715
222	0.0571063154
223	0.05689697519
224	0.05671203512
225	0.05661524429
226	0.05642896307
227	0.05619067418
228	0.05610001344
229	0.05599556159
230	0.05573614952
231	0.05551949623
232	0.05535749496
233	0.05516331864
234	0.05504938382
235	0.05497677172
236	0.05476971527
237	0.05465715956
238	0.05446103477
239	0.05430284187
240	0.0540719483
241	0.05392187824
242	0.05373994312
243	0.05364191868
244	0.05348325764
245	0.05328171131
246	0.05309319694
247	0.05293472568
248	0.05284426422
249	0.05268851007
250	0.05240817726
251	0.0523125979
252	0.05217730268
253	0.05200857033
254	0.0518787093
255	0.05174925948
256	0.05162594923
257	0.05149996617
258	0.05134471495
259	0.05115736144
260	0.05104486899
261	0.05084368008
262	0.05074724985
263	0.05066275399
264	0.0505121715
265	0.05041204677
266	0.05020309246
267	0.0500644222
268	0.04991818581
269	0.0498242481
270	0.04972256396
271	0.04953548248
272	0.04935671678
273	0.04918258186
274	0.04912266012
275	0.04899611718
276	0.04885489747
277	0.04876865874
278	0.04856523669
279	0.04837763962
280	0.04821602424
281	0.04804295529
282	0.04792251081
283	0.04770626239
284	0.04753082427
285	0.04740642908
286	0.04722270365
287	0.04709024572
288	0.04694003648
289	0.04679527093
290	0.046673751
291	0.04654500654
292	0.04637648296
293	0.04630223238
294	0.04619494323
295	0.04607816794
296	0.04598971821
297	0.04576569489
298	0.04558022343
299	0.04551217252
300	0.0453915509
301	0.04528635256
302	0.04517537207
303	0.04500717429
304	0.04496237848
305	0.04491262294
306	0.04488179537
307	0.04479332033
308	0.04468391191
309	0.04455162479
310	0.04440325331
311	0.04432793676
312	0.04413102436
313	0.04394962064
314	0.04386452379
315	0.04374140333
316	0.04359676431
317	0.04353732019
318	0.04345121115
319	0.04328448737
320	0.04315431636
321	0.0430481596
322	0.04297725874
323	0.04287257914
324	0.04271782769
325	0.04264732538
326	0.04255223946
327	0.04245637859
328	0.04237949631
329	0.04233677549
330	0.04224269544
331	0.04213331232
332	0.0420246061
333	0.04193898734
334	0.04186709326
335	0.0418180684
336	0.0416911617
337	0.04157477864
338	0.04146687901
339	0.04136714651
340	0.04122567375
341	0.04109475308
342	0.04099954381
343	0.0408953798
344	0.04075826895
345	0.04064720306
346	0.04052212464
347	0.04042760492
348	0.04037109615
349	0.04023577878
350	0.04010567736
351	0.0399820002
352	0.03987248106
353	0.0397431198
354	0.03959432131
355	0.0394830941
356	0.03939923086
357	0.03927597122
358	0.03920211919
359	0.03900904363
360	0.03878155988
361	0.03860777923
362	0.03854431481
363	0.03845538112
364	0.03834913263
365	0.0382693656
366	0.03817223949
367	0.03808442554
368	0.03796282653
369	0.03792715942
370	0.03784343536
371	0.03774744796
372	0.03769837248
373	0.0376491262
374	0.03755173438
375	0.03747583266
376	0.03737151049
377	0.03728123249
378	0.03712825237
379	0.03702406622
380	0.03693239962
381	0.03681561801
382	0.03666172059
383	0.0365698642
384	0.03653284962
385	0.03642416554
386	0.03628598873
387	0.03624075641
388	0.03618520291
389	0.03615070299
390	0.03604880376
391	0.0359650101
392	0.03590461389
393	0.03577392097
394	0.03566733087
395	0.03556024732
396	0.03547157617
397	0.03535949808
398	0.03526820472
399	0.03517164797
400	0.03505838688
401	0.03499168662
402	0.03481387934
403	0.03470938004
404	0.03464151259
405	0.03456871703
406	0.03452836222
407	0.03439918126
408	0.03427378969
409	0.03411583086
410	0.03394865476
411	0.03385467276
412	0.03372287908
413	0.03362927666
414	0.03358856758
415	0.03352847503
416	0.03341712762
417	0.03333135703
418	0.03326484339
419	0.03312440812
420	0.03307231188
421	0.0330183937
422	0.03291175931
423	0.03287856575
424	0.0328124127
425	0.0327363718
426	0.03268293441
427	0.03260485331
428	0.03248853035
429	0.03232406186
430	0.03228442823
431	0.03223492573
432	0.03214704852
433	0.0321350667
434	0.03205632452
435	0.03196064394
436	0.0319145133
437	0.03187992482
438	0.03180713875
439	0.03160896744
440	0.03156501935
441	0.03147617106
442	0.03146361356
443	0.03133575477
444	0.03128833676
445	0.03123074305
446	0.03116443501
447	0.03107397355
448	0.0310183125
449	0.03087491341
450	0.03080497413
451	0.03076621351
452	0.03069995608
453	0.03067777643
454	0.03059862937
455	0.03054436008
456	0.03044376405
457	0.03039895559
458	0.03038513285
459	0.03034724525
460	0.03027913424
461	0.03020999839
462	0.03016144482
463	0.03012627116
464	0.03010575214
465	0.03007279265
466	0.03001519894
467	0.02991977458
468	0.02985470014
469	0.02981533221
470	0.0297643051
471	0.02974188189
472	0.02968525926
473	0.02962786799
474	0.02956633623
475	0.02953030537
476	0.02947008946
477	0.02945649762
478	0.02936707682
479	0.02931898506
480	0.02921640576
481	0.0291388877
482	0.02911866285
483	0.02904070511
484	0.02898582851
485	0.02893353616
486	0.02889521838
487	0.02883180773
488	0.02870284186
489	0.02865828013
490	0.02855760818
491	0.02849047457
492	0.02847309018
493	0.0284160943
494	0.02836906218
495	0.02828718853
496	0.02825617118
497	0.02820989504
498	0.02819694215
499	0.02814024993
500	0.02811689994
501	0.02807552028
502	0.02799536419
503	0.02795226697
504	0.02789051695
505	0.02784134025
506	0.0278178574
507	0.02775092939
508	0.02769159599
509	0.02765597317
510	0.02765066865
511	0.02762123601
512	0.02756664725
513	0.02755298267
514	0.02748196161
515	0.02746215112
516	0.02741095004
517	0.02736871318
518	0.02732129832
519	0.02726630152
520	0.02721305708
521	0.02720242274
522	0.02718012606
523	0.02712771351
524	0.02710430341
525	0.02704021587
526	0.0270045203
527	0.02695261384
528	0.02688307628
529	0.026840172
530	0.02681933351
531	0.02673099448
532	0.02666469593
533	0.02658554254
534	0.02655403175
535	0.02653274726
536	0.02649317057
537	0.02643461528
538	0.02638850679
539	0.02626473315
540	0.02624476134
541	0.02616618522
542	0.02612290454
543	0.02609297371
544	0.02608776093
545	0.02602795463
546	0.02601065565
547	0.02595480797
548	0.02587741643
549	0.02581778253
550	0.02576509004
551	0.02571574096
552	0.02565783727
553	0.02563639146
554	0.02559615368
555	0.02556486905
556	0.02552472932
557	0.02542353863
558	0.02537096634
559	0.02531337264
560	0.02524705352
561	0.02516683259
562	0.02513349353
563	0.02508252019
564	0.02500098815
565	0.02493100143
566	0.02490639568
567	0.02487259639
568	0.02479804847
